GUEST,,,
GuestShowDateTime,Club,MetricToShow,Sum of Number_Guest
46129,HDC,Sales,1
46129,HDY,OL,6
46129,HDY,PNS,1
46129,HDY,Sales,4
46129,HVP,OL,1
46129,HVP,PNS,1
46129,HVP,Sales,3
46129,LMC,OL,2
46129,LMC,PNS,1
46129,LMC,Sales,7
46129,MAC,OL,10
46129,MAC,PNS,4
46129,MAC,Sales,8
46129,MPC,OL,1
46129,MPC,Sales,13
46129,NTC,OL,5
46129,NTC,Sales,3
46129,PBH,Sales,1
46129,PCH,OL,10
46129,PCH,PNS,2
46129,PCH,Sales,1
46129,PCO,Media,1
46129,PCO,OL,2
46129,PCO,Sales,2
46129,RCC,OL,2
46129,RCC,PNS,2
46129,RCC,Sales,2
46129,SCT,OL,3
46129,SCT,Sales,10
46129,TCM,OL,4
46129,TCM,Sales,11
46129,TDC,OL,4
46129,TDC,Sales,12
46129,TDU,Media,3
46129,TDU,Sales,4
46129,TTC,OL,1
46129,TTC,PNS,1
46129,VSC,Media,1
46129,VSC,OL,2
46129,VSC,Sales,4
46129,VTC,Media,1
46129,VVO,Media,1
46129,VVO,OL,4
46129,VVO,PNS,1
46129,VVO,Sales,6
46129,WPC,OL,2
46129,WPC,PNS,1
46129,WPC,Sales,3
46130,AMU,Sales,3
46130,AMY,OL,3
46130,AMY,Sales,1
46130,BDS,Media,2
46130,BDS,OL,1
46130,BDS,Sales,4
46130,CPT,OL,3
46130,CPT,Sales,10
46130,CTC,PNS,1
46130,CTC,Sales,3
46130,CVC,Media,3
46130,CVC,OL,4
46130,DNG,OL,20
46130,DNG,PNS,2
46130,DNG,Sales,1
46130,EST,Media,1
46130,FDC,OL,5
46130,FDC,Sales,2
46130,GDC,Media,2
46130,GDC,OL,4
46130,GDC,Sales,3
46130,GMC,Sales,2
46130,GVC,OL,6
46130,GVC,Sales,2
46130,HDC,Sales,4
46130,HDY,Media,1
46130,HDY,OL,2
46130,HDY,Sales,2
46130,HVP,OL,1
46130,HVP,Sales,3
46130,LMC,Media,1
46130,LMC,OL,1
46130,LMC,Sales,3
46130,MAC,OL,6
46130,MAC,PNS,2
46130,MAC,Sales,1
46130,MPC,PNS,2
46130,MPC,Sales,18
46130,NTC,OL,5
46130,NTC,Sales,2
46130,PBH,Media,1
46130,PBH,OL,3
46130,PBH,Sales,2
46130,PCH,OL,3
46130,PCH,Sales,9
46130,PCO,Media,1
46130,PCO,OL,3
46130,PCO,PNS,1
46130,PCO,Sales,5
46130,RCC,OL,2
46130,RCC,PNS,1
46130,RCC,Sales,3
46130,SCT,OL,3
46130,SCT,PNS,1
46130,SCT,Sales,10
46130,TCM,OL,2
46130,TCM,Sales,7
46130,TDC,OL,2
46130,TDC,Sales,1
46130,TDU,Media,2
46130,TDU,OL,1
46130,TDU,PNS,1
46130,TDU,Sales,8
46130,TTC,Sales,5
46130,VSC,OL,2
46130,VSC,PNS,3
46130,VSC,Sales,9
46130,VTC,Media,2
46130,VTC,OL,3
46130,VTC,Sales,2
46130,VVO,Media,4
46130,VVO,OL,3
46130,VVO,Sales,3
46130,WPC,OL,3
46130,WPC,PNS,1
46130,WPC,Sales,2
46131,AMU,OL,2
46131,AMU,Sales,5
46131,AMY,Media,1
46131,AMY,PNS,1
46131,BDS,OL,3
46131,BDS,Sales,4
46131,CPT,PNS,3
46131,CPT,Sales,14
46131,CTC,Media,4
46131,CTC,PNS,1
46131,CTC,Sales,3
46131,CVC,Media,2
46131,CVC,OL,5
46131,DNG,OL,11
46131,DNG,Sales,2
46131,FDC,Sales,5
46131,GDC,OL,1
46131,GDC,Sales,2
46131,GMC,OL,1
46131,GMC,Sales,1
46131,GVC,OL,4
46131,HDC,PNS,1
46131,HDC,Sales,1
46131,HDY,OL,2
46131,HDY,Sales,1
46131,HVP,Media,4
46131,HVP,OL,1
46131,HVP,Sales,6
46131,LMC,OL,3
46131,LMC,PNS,1
46131,MAC,OL,2
46131,MAC,PNS,1
46131,MAC,Sales,2
46131,MPC,OL,1
46131,MPC,Sales,20
46131,NTC,OL,5
46131,NTC,PNS,1
46131,NTC,Sales,5
46131,PBH,PNS,2
46131,PBH,Sales,1
46131,PCH,OL,4
46131,PCH,PNS,2
46131,PCH,Sales,10
46131,PCO,Media,1
46131,PCO,OL,3
46131,PCO,PNS,1
46131,PCO,Sales,1
46131,RCC,OL,3
46131,RCC,PNS,1
46131,RCC,Sales,2
46131,SCT,OL,3
46131,SCT,PNS,1
46131,SCT,Sales,10
46131,TCM,OL,3
46131,TCM,Sales,5
46131,TDC,OL,5
46131,TDC,PNS,2
46131,TDC,Sales,3
46131,TDU,Media,3
46131,TDU,OL,3
46131,TDU,Sales,4
46131,TTC,OL,3
46131,TTC,Sales,2
46131,VSC,Media,2
46131,VSC,OL,2
46131,VSC,Sales,4
46131,VTC,OL,1
46131,VTC,Sales,1
46131,VVO,Media,6
46131,VVO,OL,2
46131,VVO,PNS,2
46131,VVO,Sales,2
46131,WPC,Sales,9
46132,AMU,Media,1
46132,AMU,PNS,1
46132,AMU,Sales,3
46132,AMY,OL,1
46132,AMY,Sales,2
46132,BDS,OL,1
46132,BDS,Sales,3
46132,CPT,OL,1
46132,CPT,PNS,1
46132,CPT,Sales,19
46132,CTC,Media,1
46132,CTC,OL,4
46132,CTC,PNS,1
46132,CTC,Sales,4
46132,CVC,OL,6
46132,CVC,Sales,1
46132,DNG,Media,3
46132,DNG,OL,6
46132,DNG,PNS,3
46132,DNG,Sales,3
46132,FDC,PNS,1
46132,FDC,Sales,7
46132,GDC,Media,1
46132,GDC,OL,4
46132,GDC,Sales,1
46132,GMC,OL,1
46132,GMC,PNS,1
46132,GMC,Sales,3
46132,HDC,OL,1
46132,HDC,PNS,2
46132,HDC,Sales,2
46132,HDY,OL,2
46132,HDY,Sales,23
46132,HVP,Media,1
46132,HVP,OL,3
46132,HVP,Sales,3
46132,LMC,OL,4
46132,LMC,PNS,1
46132,LMC,Sales,4
46132,MAC,OL,4
46132,MAC,Sales,6
46132,MPC,OL,3
46132,MPC,PNS,1
46132,MPC,Sales,19
46132,NTC,Media,1
46132,NTC,OL,3
46132,NTC,PNS,1
46132,NTC,Sales,5
46132,PBH,Media,2
46132,PBH,OL,3
46132,PBH,Sales,5
46132,PCH,OL,7
46132,PCH,PNS,1
46132,PCH,Sales,13
46132,PCO,Media,2
46132,PCO,PNS,1
46132,PCO,Sales,4
46132,RCC,OL,4
46132,RCC,PNS,1
46132,RCC,Sales,6
46132,SCT,OL,7
46132,SCT,Sales,8
46132,TCM,OL,6
46132,TCM,PNS,5
46132,TCM,Sales,9
46132,TDC,OL,3
46132,TDC,PNS,1
46132,TDC,Sales,8
46132,TDU,Media,2
46132,TDU,OL,5
46132,TDU,Sales,7
46132,TTC,Media,1
46132,TTC,OL,4
46132,TTC,Sales,2
46132,VSC,PNS,3
46132,VSC,Sales,8
46132,VTC,Media,1
46132,VTC,OL,4
46132,VTC,Sales,1
46132,VVO,Media,1
46132,VVO,OL,2
46132,VVO,Sales,7
46132,WPC,OL,3
46132,WPC,PNS,1
46132,WPC,Sales,7
46132,WPC,TM,1
46133,AMU,OL,1
46133,AMU,Sales,11
46133,AMY,Media,1
46133,AMY,OL,1
46133,AMY,Sales,1
46133,BDS,OL,1
46133,BDS,Sales,6
46133,CPT,OL,1
46133,CPT,PNS,1
46133,CPT,Sales,4
46133,CTC,Media,1
46133,CTC,OL,2
46133,CTC,PNS,1
46133,CTC,Sales,4
46133,CVC,Media,3
46133,CVC,OL,10
46133,CVC,Sales,2
46133,DNG,OL,11
46133,DNG,Sales,4
46133,FDC,OL,2
46133,FDC,Sales,16
46133,GDC,Referral (MKT),1
46133,GDC,Sales,1
46133,GMC,OL,3
46133,GMC,PNS,2
46133,GMC,Sales,2
46133,GVC,OL,3
46133,HDC,OL,2
46133,HDC,Sales,4
46133,HDY,OL,4
46133,HDY,PNS,1
46133,HDY,Sales,11
46133,HVP,OL,1
46133,HVP,PNS,1
46133,HVP,Sales,6
46133,LMC,OL,3
46133,LMC,PNS,1
46133,LMC,Sales,5
46133,MAC,OL,6
46133,MAC,PNS,7
46133,MAC,Sales,8
46133,MPC,OL,4
46133,MPC,PNS,1
46133,MPC,Sales,23
46133,NTC,OL,6
46133,NTC,PNS,2
46133,NTC,Sales,3
46133,NTC,TM,1
46133,PBH,OL,3
46133,PBH,Sales,7
46133,PCH,OL,12
46133,PCH,PNS,2
46133,PCH,Sales,10
46133,PCO,Media,1
46133,PCO,Sales,1
46133,RCC,OL,7
46133,RCC,Sales,3
46133,SCT,OL,4
46133,SCT,PNS,5
46133,SCT,Sales,23
46133,TCM,OL,4
46133,TCM,Sales,8
46133,TDC,OL,4
46133,TDC,Sales,2
46133,TDU,Media,4
46133,TDU,OL,4
46133,TDU,PNS,1
46133,TDU,Sales,10
46133,TTC,OL,2
46133,TTC,PNS,1
46133,TTC,Sales,8
46133,VSC,PNS,2
46133,VSC,Sales,5
46133,VTC,Media,1
46133,VTC,OL,2
46133,VTC,Sales,2
46133,VVO,Media,1
46133,VVO,Sales,2
46133,WPC,OL,3
46133,WPC,Sales,8
46134,AMU,Media,1
46134,AMU,OL,1
46134,AMU,Sales,8
46134,AMU,TM,17
46134,AMY,Media,2
46134,AMY,OL,3
46134,AMY,Sales,1
46134,BDS,OL,1
46134,BDS,Sales,13
46134,CPT,OL,4
46134,CPT,Sales,1
46134,CTC,Media,1
46134,CTC,OL,1
46134,CTC,PNS,2
46134,CTC,Sales,4
46134,CVC,OL,5
46134,DNG,Media,2
46134,DNG,OL,10
46134,DNG,PNS,1
46134,DNG,Sales,2
46134,FDC,PNS,1
46134,FDC,Sales,9
46134,GDC,Media,1
46134,GDC,OL,1
46134,GDC,Sales,8
46134,GMC,PNS,1
46134,GMC,Sales,3
46134,GVC,OL,2
46134,GVC,PNS,2
46134,GVC,Sales,1
46134,HDY,OL,7
46134,HDY,PNS,1
46134,HDY,Sales,9
46134,HVP,OL,1
46134,HVP,Sales,4
46134,LMC,OL,2
46134,LMC,Sales,10
46134,MAC,OL,2
46134,MAC,PNS,1
46134,MAC,Sales,3
46134,MPC,OL,1
46134,MPC,PNS,1
46134,MPC,Sales,2
46134,NTC,Media,1
46134,NTC,OL,3
46134,NTC,Sales,5
46134,PBH,Sales,3
46134,PCH,OL,4
46134,PCH,Sales,15
46134,PCO,OL,1
46134,PCO,PNS,1
46134,PCO,Sales,5
46134,RCC,OL,4
46134,RCC,Sales,8
46134,SCT,OL,2
46134,SCT,PNS,1
46134,SCT,Sales,12
46134,TCM,Media,2
46134,TCM,OL,4
46134,TCM,Sales,9
46134,TDC,PNS,2
46134,TDC,Sales,4
46134,TDU,Media,4
46134,TDU,OL,1
46134,TDU,Sales,5
46134,TTC,Media,1
46134,TTC,OL,2
46134,TTC,PNS,1
46134,TTC,Sales,2
46134,VSC,Media,1
46134,VSC,OL,2
46134,VSC,PNS,2
46134,VSC,Sales,11
46134,VTC,Media,1
46134,VTC,OL,2
46134,VTC,Sales,3
46134,VVO,Media,2
46134,VVO,OL,4
46134,VVO,PNS,2
46134,VVO,Sales,7
46134,WPC,OL,1
46134,WPC,Sales,5
46135,AMU,Sales,7
46135,AMU,TM,7
46135,AMY,Media,1
46135,AMY,OL,1
46135,AMY,Sales,2
46135,BDS,PNS,1
46135,BDS,Sales,9
46135,CPT,Sales,7
46135,CTC,Media,2
46135,CTC,OL,1
46135,CTC,PNS,1
46135,CTC,Sales,3
46135,CVC,Media,1
46135,CVC,OL,1
46135,DNG,Media,5
46135,DNG,OL,2
46135,DNG,PNS,1
46135,DNG,Sales,14
46135,FDC,Sales,7
46135,GDC,OL,1
46135,GDC,Sales,4
46135,GMC,OL,1
46135,GMC,Sales,9
46135,GVC,Media,3
46135,GVC,PNS,1
46135,HDC,Sales,3
46135,HDY,Sales,7
46135,HVP,Media,2
46135,HVP,OL,1
46135,HVP,Sales,8
46135,LMC,OL,1
46135,LMC,Sales,10
46135,MAC,OL,2
46135,MAC,PNS,1
46135,MAC,Sales,3
46135,MPC,Media,2
46135,MPC,Sales,1
46135,NTC,Media,1
46135,NTC,OL,10
46135,NTC,Sales,8
46135,PBH,OL,2
46135,PBH,PNS,1
46135,PBH,Sales,2
46135,PCH,OL,1
46135,PCH,Sales,11
46135,RCC,OL,5
46135,RCC,Sales,12
46135,SCT,Sales,9
46135,TCM,Media,1
46135,TCM,OL,4
46135,TCM,PNS,2
46135,TCM,Sales,9
46135,TDC,PNS,1
46135,TDC,Sales,3
46135,TDU,Media,5
46135,TDU,OL,1
46135,TDU,Sales,13
46135,TTC,Sales,4
46135,VSC,Media,2
46135,VSC,OL,3
46135,VSC,Sales,9
46135,VTC,Media,1
46135,VVO,Media,1
46135,VVO,OL,2
46135,VVO,PNS,1
46135,VVO,Sales,6
46135,WPC,Media,2
46135,WPC,OL,4
46135,WPC,Sales,12
46136,AMU,Media,1
46136,AMU,OL,1
46136,AMU,PNS,1
46136,AMU,TM,3
46136,AMY,Media,1
46136,AMY,OL,1
46136,AMY,PNS,1
46136,BDS,Media,1
46136,BDS,OL,2
46136,BDS,PNS,1
46136,BDS,Sales,8
46136,CPT,Sales,8
46136,CTC,Media,1
46136,CTC,OL,2
46136,CTC,PNS,1
46136,CTC,Sales,8
46136,CVC,OL,1
46136,DNG,Media,2
46136,DNG,OL,4
46136,DNG,PNS,2
46136,DNG,Sales,6
46136,FDC,Media,1
46136,FDC,Sales,6
46136,GDC,OL,1
46136,GDC,PNS,1
46136,GDC,Sales,4
46136,GMC,OL,1
46136,GMC,PNS,1
46136,GMC,Sales,3
46136,GVC,OL,2
46136,GVC,Sales,1
46136,HDC,OL,2
46136,HDC,Sales,1
46136,HDY,Media,1
46136,HDY,OL,4
46136,HDY,Sales,2
46136,HVP,Media,2
46136,HVP,Sales,5
46136,LMC,Media,1
46136,LMC,OL,2
46136,LMC,PNS,3
46136,LMC,Sales,3
46136,MAC,OL,4
46136,MAC,PNS,1
46136,MAC,Sales,1
46136,MPC,Media,1
46136,MPC,OL,5
46136,MPC,Sales,7
46136,NTC,OL,6
46136,NTC,Sales,5
46136,PBH,Media,1
46136,PBH,OL,1
46136,PCH,OL,2
46136,PCH,Sales,16
46136,PCO,OL,1
46136,PCO,Sales,1
46136,RCC,LWT (Live Well Together),2
46136,RCC,OL,1
46136,RCC,Sales,6
46136,SCT,Sales,10
46136,TCM,OL,3
46136,TCM,Sales,14
46136,TDC,PNS,1
46136,TDC,Sales,4
46136,TDU,Media,2
46136,TDU,OL,1
46136,TDU,Sales,8
46136,TTC,OL,2
46136,VSC,Sales,5
46136,VTC,Sales,1
46136,VVO,Media,1
46136,VVO,Sales,5
46136,WPC,OL,2
46136,WPC,PNS,2
46136,WPC,Sales,3
46137,AMU,PNS,2
46137,AMU,Sales,5
46137,AMU,TM,3
46137,AMY,OL,3
46137,AMY,PNS,1
46137,AMY,Sales,1
46137,BDS,OL,2
46137,BDS,Sales,4
46137,CPT,Media,1
46137,CPT,PNS,1
46137,CPT,Sales,7
46137,CTC,Sales,3
46137,CVC,OL,3
46137,CVC,Sales,4
46137,DNG,Media,1
46137,DNG,PNS,2
46137,DNG,Sales,6
46137,EST,Sales,1
46137,FDC,Sales,5
46137,GDC,OL,2
46137,GDC,PNS,1
46137,GDC,Sales,2
46137,GMC,PNS,1
46137,HDC,Sales,2
46137,HDY,Media,1
46137,HDY,OL,3
46137,HDY,Sales,5
46137,HVP,OL,1
46137,HVP,Sales,5
46137,LMC,Sales,8
46137,MAC,OL,1
46137,MAC,PNS,1
46137,MPC,OL,3
46137,MPC,PNS,1
46137,MPC,Sales,5
46137,NTC,OL,10
46137,NTC,PNS,1
46137,PBH,PNS,3
46137,PBH,Sales,9
46137,PCH,Media,1
46137,PCH,OL,3
46137,PCH,Sales,10
46137,RCC,OL,3
46137,RCC,Sales,10
46137,SCT,OL,2
46137,SCT,PNS,2
46137,SCT,Sales,17
46137,TCM,OL,1
46137,TCM,Sales,11
46137,TDC,PNS,3
46137,TDC,Sales,1
46137,TDU,Media,1
46137,TDU,Sales,8
46137,TTC,OL,1
46137,TTC,Sales,2
46137,VSC,Sales,7
46137,VTC,OL,3
46137,VTC,Sales,2
46137,VVO,OL,2
46137,VVO,Sales,4
46137,WPC,PNS,1
46137,WPC,Sales,2
46138,AMU,TM,2
46138,AMY,OL,1
46138,AMY,Sales,2
46138,BDS,Media,2
46138,BDS,PNS,1
46138,BDS,Sales,6
46138,CPT,Sales,2
46138,CTC,Media,2
46138,CTC,PNS,2
46138,CTC,Sales,4
46138,CVC,OL,2
46138,DNG,Media,3
46138,DNG,OL,2
46138,DNG,PNS,6
46138,DNG,Sales,11
46138,FDC,Sales,4
46138,GDC,Sales,5
46138,GMC,Media,1
46138,GMC,Sales,3
46138,GVC,Media,1
46138,HDC,PNS,1
46138,HDY,Sales,1
46138,HVP,Sales,2
46138,LMC,Sales,26
46138,MAC,Sales,1
46138,MPC,Sales,3
46138,NTC,OL,3
46138,NTC,PNS,1
46138,NTC,Sales,2
46138,PBH,Sales,6
46138,PCH,OL,1
46138,PCH,PNS,1
46138,PCH,Sales,5
46138,PCO,Sales,2
46138,RCC,OL,2
46138,RCC,Sales,5
46138,SCT,OL,3
46138,SCT,PNS,1
46138,SCT,Sales,13
46138,TCM,PNS,2
46138,TCM,Sales,12
46138,TDC,OL,1
46138,TDC,Sales,6
46138,TDU,Media,4
46138,TDU,OL,2
46138,TDU,Sales,9
46138,TTC,Media,1
46138,TTC,Sales,1
46138,VSC,PNS,1
46138,VSC,Sales,5
46138,VTC,Media,1
46138,VTC,OL,1
46138,VTC,Sales,3
46138,VVO,Media,1
46138,VVO,PNS,2
46138,VVO,Sales,5
46138,WPC,Sales,8
46139,AMU,Media,2
46139,AMU,Sales,4
46139,AMU,TM,6
46139,AMY,Media,1
46139,AMY,Sales,2
46139,BDS,OL,1
46139,BDS,Sales,3
46139,CPT,Sales,1
46139,CTC,Media,3
46139,CTC,OL,1
46139,CTC,PNS,3
46139,CTC,Sales,9
46139,CVC,OL,1
46139,DNG,OL,2
46139,DNG,PNS,2
46139,DNG,Sales,3
46139,FDC,PNS,1
46139,FDC,Sales,4
46139,GDC,Sales,1
46139,GMC,Sales,3
46139,GVC,PNS,1
46139,GVC,Sales,1
46139,HDC,PNS,2
46139,HDC,Sales,3
46139,HDY,Sales,1
46139,HVP,Media,1
46139,HVP,Sales,1
46139,LMC,Sales,18
46139,MAC,PNS,2
46139,MAC,Sales,6
46139,MPC,Sales,2
46139,NTC,Media,2
46139,NTC,OL,1
46139,NTC,PNS,1
46139,NTC,Sales,8
46139,PBH,PNS,1
46139,PBH,Sales,9
46139,PCH,OL,1
46139,PCH,Sales,2
46139,PCO,Sales,6
46139,RCC,Sales,10
46139,SCT,OL,4
46139,SCT,Sales,23
46139,TCM,OL,3
46139,TCM,PNS,4
46139,TCM,Sales,12
46139,TDC,OL,1
46139,TDC,Sales,11
46139,TDU,Media,3
46139,TDU,OL,1
46139,TDU,PNS,1
46139,TDU,Sales,15
46139,TTC,Sales,4
46139,VSC,Sales,9
46139,VTC,Media,4
46139,VTC,Sales,1
46139,VVO,Media,5
46139,VVO,OL,2
46139,VVO,Sales,20
46139,WPC,OL,1
46139,WPC,PNS,1
46139,WPC,Sales,10
46140,AMU,Media,1
46140,AMU,OL,3
46140,AMU,Sales,6
46140,AMU,TM,2
46140,AMY,Media,1
46140,AMY,OL,1
46140,AMY,Sales,4
46140,BDS,OL,3
46140,BDS,Sales,7
46140,CPT,OL,2
46140,CPT,PNS,3
46140,CPT,Sales,14
46140,CTC,Media,5
46140,CTC,Sales,6
46140,CVC,OL,6
46140,CVC,PNS,1
46140,DNG,Media,1
46140,DNG,OL,1
46140,DNG,PNS,1
46140,DNG,Sales,11
46140,FDC,OL,1
46140,FDC,Sales,7
46140,GDC,Sales,2
46140,GMC,OL,1
46140,GMC,Sales,2
46140,GVC,Sales,2
46140,HDC,Sales,2
46140,HDY,OL,1
46140,HDY,Sales,3
46140,HVP,Media,3
46140,HVP,Sales,6
46140,LMC,OL,2
46140,LMC,PNS,2
46140,LMC,Sales,19
46140,MAC,OL,1
46140,MAC,Sales,10
46140,MPC,Media,1
46140,MPC,PNS,1
46140,MPC,Sales,2
46140,NTC,Media,1
46140,NTC,OL,2
46140,NTC,PNS,1
46140,NTC,Sales,2
46140,NTC,TM,1
46140,PBH,Sales,12
46140,PCH,OL,3
46140,PCH,PNS,3
46140,PCH,Sales,7
46140,PCO,OL,1
46140,PCO,Sales,2
46140,RCC,OL,1
46140,RCC,PNS,1
46140,RCC,Sales,16
46140,SCT,Media,1
46140,SCT,PNS,1
46140,SCT,Sales,23
46140,TCM,Media,1
46140,TCM,OL,3
46140,TCM,PNS,3
46140,TCM,Sales,17
46140,TDC,Media,3
46140,TDC,OL,3
46140,TDC,PNS,2
46140,TDC,Sales,9
46140,TDU,PNS,1
46140,TDU,Sales,24
46140,TTC,OL,3
46140,VSC,OL,1
46140,VSC,Sales,8
46140,VTC,Media,1
46140,VTC,Sales,7
46140,VVO,Media,1
46140,VVO,OL,2
46140,VVO,Sales,12
46140,WPC,Sales,16
46141,AMU,OL,4
46141,AMU,PNS,2
46141,AMU,Sales,2
46141,AMY,OL,3
46141,AMY,Sales,12
46141,BDS,Media,3
46141,BDS,OL,1
46141,BDS,Sales,6
46141,CPT,OL,3
46141,CPT,PNS,4
46141,CPT,Sales,6
46141,CTC,Media,4
46141,CTC,Sales,3
46141,DNG,Media,1
46141,DNG,OL,7
46141,DNG,PNS,1
46141,DNG,Sales,9
46141,FDC,OL,1
46141,FDC,Sales,9
46141,GDC,PNS,1
46141,GDC,Sales,7
46141,GMC,OL,1
46141,GMC,PNS,1
46141,GMC,Sales,8
46141,GVC,Media,1
46141,GVC,OL,5
46141,GVC,PNS,1
46141,HDC,Sales,8
46141,HDY,OL,3
46141,HDY,Sales,5
46141,HVP,Media,2
46141,HVP,PNS,1
46141,LMC,OL,1
46141,LMC,Sales,16
46141,MAC,PNS,1
46141,MAC,Sales,15
46141,MPC,OL,1
46141,MPC,PNS,1
46141,MPC,Sales,1
46141,NTC,Media,1
46141,NTC,OL,1
46141,NTC,Sales,7
46141,PBH,Sales,8
46141,PCH,OL,1
46141,PCH,Sales,24
46141,PCO,OL,1
46141,PCO,PNS,1
46141,PCO,Sales,3
46141,RCC,OL,2
46141,RCC,PNS,1
46141,RCC,Sales,9
46141,SCT,Sales,8
46141,TCM,Media,2
46141,TCM,OL,1
46141,TCM,Sales,12
46141,TDC,PNS,2
46141,TDC,Sales,6
46141,TDU,Media,1
46141,TDU,OL,1
46141,TDU,PNS,1
46141,TDU,Sales,13
46141,TTC,OL,1
46141,TTC,PNS,1
46141,TTC,Sales,3
46141,VSC,Sales,3
46141,VTC,Media,1
46141,VTC,OL,1
46141,VTC,Sales,6
46141,VVO,Media,2
46141,VVO,OL,1
46141,VVO,Sales,14
46141,WPC,OL,1
46141,WPC,Sales,7
46142,AMU,Media,2
46142,AMU,OL,1
46142,AMU,Sales,1
46142,AMU,TM,6
46142,AMY,Media,1
46142,AMY,Sales,30
46142,BDS,OL,2
46142,BDS,Sales,1
46142,CPT,Media,1
46142,CPT,OL,2
46142,CPT,PNS,1
46142,CPT,Sales,19
46142,CTC,Media,3
46142,CTC,OL,1
46142,CTC,PNS,1
46142,CTC,Sales,4
46142,DNG,Media,3
46142,DNG,OL,2
46142,DNG,PNS,5
46142,DNG,Sales,7
46142,FDC,Sales,7
46142,GDC,Sales,6
46142,GMC,PNS,2
46142,GMC,Sales,16
46142,GVC,Media,2
46142,GVC,PNS,2
46142,HDC,OL,3
46142,HDC,Sales,3
46142,HDY,Sales,4
46142,LMC,PNS,1
46142,LMC,Sales,22
46142,MAC,Sales,5
46142,NTC,Media,2
46142,NTC,OL,2
46142,NTC,Sales,8
46142,PCH,OL,2
46142,PCH,Sales,20
46142,PCO,Media,2
46142,PCO,PNS,2
46142,PCO,Sales,3
46142,RCC,Sales,7
46142,SCT,Sales,12
46142,TCM,Media,2
46142,TCM,Sales,16
46142,TDC,Sales,6
46142,TDU,Media,1
46142,TDU,PNS,1
46142,TDU,Sales,28
46142,TTC,OL,2
46142,TTC,Sales,1
46142,VSC,PNS,1
46142,VSC,Sales,7
46142,VTC,Media,1
46142,VTC,PNS,3
46142,VTC,Sales,9
46142,VVO,OL,2
46142,VVO,Sales,27
46142,WPC,Sales,9
46143,AMU,Media,2
46143,AMU,PNS,2
46143,AMU,TM,2
46143,AMY,Sales,2
46143,CPT,Sales,7
46143,CTC,Media,1
46143,CTC,Sales,1
46143,GMC,OL,2
46143,GVC,Sales,2
46143,HVP,PNS,1
46143,HVP,Sales,2
46143,LMC,OL,2
46143,LMC,PNS,1
46143,LMC,Sales,6
46143,MPC,Media,1
46143,NTC,PNS,1
46143,NTC,Sales,1
46143,PBH,Sales,3
46143,PCH,Sales,1
46143,RCC,PNS,1
46143,RCC,Sales,3
46143,SCT,PNS,2
46143,SCT,Sales,2
46143,TCM,Sales,7
46143,TDC,OL,1
46143,TDC,PNS,1
46143,TDC,Sales,5
46143,TDU,Media,2
46143,TDU,OL,1
46143,TDU,Sales,10
46143,VSC,Sales,4
46143,VTC,Media,1
46143,VTC,OL,2
46143,VTC,Sales,2
46143,VVO,OL,1
46143,VVO,Sales,2
46144,AMU,Media,1
46144,AMU,Sales,3
46144,AMU,TM,6
46144,AMY,OL,1
46144,AMY,PNS,1
46144,BDS,Media,3
46144,BDS,Sales,2
46144,CPT,OL,3
46144,CPT,PNS,1
46144,CPT,Sales,2
46144,CTC,PNS,1
46144,CTC,Sales,1
46144,DNG,Media,1
46144,DNG,PNS,1
46144,DNG,Sales,5
46144,FDC,Sales,1
46144,GDC,PNS,1
46144,GMC,Media,1
46144,GMC,Sales,2
46144,GVC,PNS,1
46144,HDC,OL,3
46144,HDC,PNS,2
46144,HDC,Sales,1
46144,HDY,Media,3
46144,HVP,Sales,2
46144,LMC,OL,4
46144,LMC,Sales,5
46144,MPC,OL,3
46144,NTC,Media,1
46144,NTC,OL,8
46144,PBH,Media,1
46144,PBH,OL,2
46144,PBH,Sales,1
46144,PCH,Sales,1
46144,SCT,OL,1
46144,SCT,PNS,3
46144,SCT,Sales,2
46144,TCM,Sales,4
46144,TDC,PNS,2
46144,TDC,Sales,4
46144,TDU,Media,3
46144,TDU,OL,1
46144,TDU,PNS,2
46144,TDU,Sales,6
46144,TTC,OL,1
46144,VSC,Media,2
46144,VSC,OL,1
46144,VSC,Sales,4
46144,VTC,Media,2
46144,VTC,Sales,3
46144,VVO,Media,1
46144,VVO,Sales,3
46144,WPC,PNS,2
46144,WPC,Sales,1
46145,AMU,Media,5
46145,AMU,TM,1
46145,AMY,Media,2
46145,BDS,OL,3
46145,BDS,Sales,3
46145,CPT,PNS,1
46145,CTC,Media,1
46145,CTC,OL,1
46145,CTC,Sales,1
46145,DNG,Media,5
46145,DNG,OL,4
46145,DNG,PNS,2
46145,DNG,Sales,2
46145,FDC,OL,1
46145,FDC,Sales,2
46145,GDC,Media,1
46145,GDC,Sales,1
46145,GMC,Media,1
46145,GMC,OL,2
46145,GMC,Sales,1
46145,GVC,Media,4
46145,GVC,PNS,2
46145,HDY,LWT (Live Well Together),1
46145,HDY,Sales,1
46145,HVP,PNS,1
46145,LMC,Sales,3
46145,MAC,Sales,16
46145,NTC,Media,1
46145,NTC,OL,1
46145,NTC,Sales,3
46145,PBH,OL,1
46145,PBH,Sales,4
46145,PCH,Media,1
46145,PCH,OL,5
46145,PCH,Sales,1
46145,PCO,Media,1
46145,RCC,OL,3
46145,RCC,PNS,1
46145,SCT,OL,4
46145,SCT,Sales,5
46145,TCM,Media,1
46145,TCM,OL,5
46145,TCM,PNS,3
